선수명,생년월일,신장/체중,입단계약금,지명순위,등번호,포지션,경력,연봉,입단년도,playerId,type,날짜,상대팀,출장구분,결과,ERA,TBF,IP,H,HR,BB,HBP
정우주,,,,,,,,,,55743,daily,04.27,KT,구원,,81.00,4,1/3,2,0,1,0
정우주,,,,,,,,,,55743,daily,05.02,KIA,구원,승,0.00,5,1 1/3,0,0,1,0
정우주,,,,,,,,,,55743,daily,05.06,삼성,구원,홀,0.00,5,1 1/3,0,0,1,0
정우주,,,,,,,,,,55743,daily,05.10,키움,구원,,0.00,3,1,0,0,0,0
정우주,,,,,,,,,,55743,daily,05.13,두산,구원,,0.00,3,1,0,0,0,0
정우주,,,,,,,,,,55743,daily,05.15,두산,구원,,10.80,7,1 2/3,2,2,0,0
정우주,,,,,,,,,,55743,daily,05.17,SSG,구원,,0.00,2,2/3,0,0,0,0
정우주,,,,,,,,,,55743,daily,05.18,SSG,구원,,27.00,2,1/3,1,1,0,0
정우주,,,,,,,,,,55743,daily,05.21,NC,구원,,0.00,3,2/3,0,0,0,1
정우주,,,,,,,,,,55743,daily,05.25,롯데,구원,승,0.00,4,1,0,0,0,1
정우주,,,,,,,,,,55743,daily,05.27,LG,구원,,-,2,0,0,0,1,1
정우주,,,,,,,,,,55743,daily,05.29,LG,구원,,0.00,4,2/3,0,0,1,1
정우주,,,,,,,,,,55743,daily,06.01,NC,구원,,-,2,0,2,0,0,0
정우주,,,,,,,,,,55743,daily,06.03,KT,구원,,0.00,4,1,0,0,1,0
정우주,,,,,,,,,,55743,daily,06.05,KT,구원,,0.00,8,1 2/3,1,0,2,0
김서현,2004년 05월 31일,188cm/86kg,,23 한화 1라운드 1순위,44,투수(우투우타),,5600만원,,53754,info,,,,,,,,,,,
김서현,,,,,,,,,,53754,daily,03.22,KT,구원,홀,0.00,4,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,03.23,KT,구원,,0.00,4,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,03.27,LG,구원,,0.00,1,1/3,0,0,0,0
김서현,,,,,,,,,,53754,daily,03.28,KIA,구원,,0.00,4,1,0,0,1,0
김서현,,,,,,,,,,53754,daily,03.29,KIA,구원,세,0.00,4,1,0,0,1,0
김서현,,,,,,,,,,53754,daily,04.04,삼성,구원,,0.00,1,1/3,0,0,0,0
김서현,,,,,,,,,,53754,daily,04.05,삼성,구원,세,0.00,3,1,0,0,0,0
김서현,,,,,,,,,,53754,daily,04.08,두산,구원,,0.00,3,1,0,0,0,0
김서현,,,,,,,,,,53754,daily,04.09,두산,구원,세,0.00,4,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,04.13,키움,구원,,0.00,3,1,0,0,0,0
김서현,,,,,,,,,,53754,daily,04.15,SSG,구원,세,0.00,4,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,04.17,SSG,구원,세,0.00,4,1,0,0,1,0
김서현,,,,,,,,,,53754,daily,04.23,롯데,구원,세,0.00,4,1,0,0,2,0
김서현,,,,,,,,,,53754,daily,04.25,KT,구원,패,9.00,5,1,1,0,2,0
김서현,,,,,,,,,,53754,daily,04.26,KT,구원,세,0.00,3,1,0,0,0,0
김서현,,,,,,,,,,53754,daily,04.29,LG,구원,세,0.00,3,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,04.30,LG,구원,세,0.00,3,1,0,0,0,0
김서현,,,,,,,,,,53754,daily,05.02,KIA,구원,,0.00,5,1,0,0,1,0
김서현,,,,,,,,,,53754,daily,05.04,KIA,구원,세,0.00,4,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,05.05,삼성,구원,세,0.00,4,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,05.07,삼성,구원,,0.00,3,1,0,0,0,0
김서현,,,,,,,,,,53754,daily,05.09,키움,구원,세,9.00,4,1,1,1,0,0
김서현,,,,,,,,,,53754,daily,05.13,두산,구원,,0.00,5,1,1,0,1,0
김서현,,,,,,,,,,53754,daily,05.17,SSG,구원,세,0.00,4,1,2,0,0,0
김서현,,,,,,,,,,53754,daily,05.20,NC,구원,세,0.00,4,1 1/3,0,0,0,0
김서현,,,,,,,,,,53754,daily,05.23,롯데,구원,세,0.00,6,1,2,0,1,0
김서현,,,,,,,,,,53754,daily,05.24,롯데,구원,,0.00,4,1,0,0,0,1
김서현,,,,,,,,,,53754,daily,05.28,LG,구원,,0.00,4,1,1,0,0,0
김서현,,,,,,,,,,53754,daily,05.31,NC,구원,승,20.25,8,1 1/3,3,0,1,0
김서현,,,,,,,,,,53754,daily,06.04,KT,구원,세,9.00,6,1,2,0,1,0
김범수,1995년 10월 03일,181cm/92kg,,15 한화 1차,47,투수(좌투좌타),,14300만원,,65769,info,,,,,,,,,,,
김범수,,,,,,,,,,65769,daily,03.25,LG,구원,,-,3,0,2,0,0,0
김범수,,,,,,,,,,65769,daily,04.05,삼성,구원,,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,04.06,삼성,구원,,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,04.08,두산,구원,,0.00,3,1,0,0,0,0
김범수,,,,,,,,,,65769,daily,04.10,두산,구원,,0.00,2,2/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,04.12,키움,구원,,0.00,4,2/3,0,0,2,0
김범수,,,,,,,,,,65769,daily,04.13,키움,구원,,0.00,3,1/3,1,0,1,0
김범수,,,,,,,,,,65769,daily,04.16,SSG,구원,,54.00,3,1/3,2,0,0,0
김범수,,,,,,,,,,65769,daily,04.18,NC,구원,,0.00,3,1,0,0,0,0
김범수,,,,,,,,,,65769,daily,04.24,롯데,구원,,-,1,0,0,0,0,1
김범수,,,,,,,,,,65769,daily,04.27,KT,구원,세,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,05.02,KIA,구원,,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,05.06,삼성,구원,홀,0.00,2,1/3,0,0,1,0
김범수,,,,,,,,,,65769,daily,05.07,삼성,구원,홀,0.00,6,1 2/3,0,0,1,0
김범수,,,,,,,,,,65769,daily,05.10,키움,구원,,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,05.13,두산,구원,,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,05.15,두산,구원,,0.00,6,2,0,0,0,0
김범수,,,,,,,,,,65769,daily,05.18,SSG,구원,,0.00,2,1/3,0,0,1,0
김범수,,,,,,,,,,65769,daily,05.21,NC,구원,,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,05.22,NC,구원,,0.00,1,1/3,0,0,0,0
김범수,,,,,,,,,,65769,daily,05.24,롯데,구원,,0.00,3,1/3,2,0,0,0
김범수,,,,,,,,,,65769,daily,05.27,LG,구원,,0.00,3,2/3,1,0,0,0
김범수,,,,,,,,,,65769,daily,05.29,LG,구원,,27.00,2,1/3,1,0,0,0
김범수,,,,,,,,,,65769,daily,06.01,NC,구원,,13.50,4,2/3,2,0,0,0
김범수,,,,,,,,,,65769,daily,06.03,KT,구원,,0.00,3,1,0,0,0,0
김범수,,,,,,,,,,65769,daily,06.05,KT,구원,,0.00,3,1,0,0,0,0
김범수,,,,,,,,,,65769,daily,06.06,KIA,구원,,0.00,3,1,1,0,0,0
와이스,1996년 12월 10일,193cm/95kg,,24 한화 부상 대체 외국인선수,55,투수(우투우타),,600000달러,,54755,info,,,,,,,,,,,
와이스,,,,,,,,,,54755,daily,03.23,KT,선발,,4.50,26,6,5,0,2,0
와이스,,,,,,,,,,54755,daily,03.29,KIA,선발,,7.20,24,5,6,2,3,0
와이스,,,,,,,,,,54755,daily,04.04,삼성,선발,패,9.64,26,4 2/3,7,2,4,1
와이스,,,,,,,,,,54755,daily,04.10,두산,선발,승,2.35,27,7 2/3,4,1,0,0
와이스,,,,,,,,,,54755,daily,04.16,SSG,선발,승,3.00,26,6,7,0,1,0
와이스,,,,,,,,,,54755,daily,04.23,롯데,선발,승,3.00,27,6,8,0,0,0
와이스,,,,,,,,,,54755,daily,04.29,LG,선발,승,3.00,26,6,4,1,2,2
와이스,,,,,,,,,,54755,daily,05.05,삼성,선발,승,1.29,23,7,3,1,1,0
와이스,,,,,,,,,,54755,daily,05.11,키움,선발,승,0.00,26,8,1,0,2,0
와이스,,,,,,,,,,54755,daily,05.17,SSG,선발,패,7.20,22,5,5,0,2,0
와이스,,,,,,,,,,54755,daily,05.23,롯데,선발,승,2.25,28,8,4,1,0,0
와이스,,,,,,,,,,54755,daily,05.29,LG,선발,,1.50,24,6,6,1,1,0
와이스,,,,,,,,,,54755,daily,06.04,KT,선발,,3.60,23,5,4,0,3,1
박상원,1994년 09월 09일,187cm/98kg,,17 한화 2차 3라운드 25순위,58,투수(우투우타),,22000만원,,67703,info,,,,,,,,,,,
박상원,,,,,,,,,,67703,daily,03.22,KT,구원,승,0.00,5,1,1,0,0,1
박상원,,,,,,,,,,67703,daily,03.23,KT,구원,,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,03.25,LG,구원,패,9.00,6,1,0,0,2,1
박상원,,,,,,,,,,67703,daily,03.28,KIA,구원,홀,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,04.03,롯데,구원,패,9.00,5,1,2,0,0,0
박상원,,,,,,,,,,67703,daily,04.05,삼성,구원,승,13.50,3,2/3,1,1,1,0
박상원,,,,,,,,,,67703,daily,04.08,두산,구원,,27.00,2,1/3,1,0,0,0
박상원,,,,,,,,,,67703,daily,04.09,두산,구원,홀,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,04.11,키움,구원,,0.00,6,1,1,0,1,0
박상원,,,,,,,,,,67703,daily,04.13,키움,구원,,0.00,3,2/3,1,0,0,0
박상원,,,,,,,,,,67703,daily,04.16,SSG,구원,,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,04.17,SSG,구원,홀,0.00,3,2/3,1,0,0,0
박상원,,,,,,,,,,67703,daily,04.20,NC,구원,,0.00,2,2/3,0,0,0,0
박상원,,,,,,,,,,67703,daily,04.23,롯데,구원,,18.00,6,1,3,0,1,0
박상원,,,,,,,,,,67703,daily,04.24,롯데,구원,,0.00,2,1/3,1,0,0,0
박상원,,,,,,,,,,67703,daily,04.29,LG,구원,홀,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,05.02,KIA,구원,,0.00,6,1 2/3,1,0,0,0
박상원,,,,,,,,,,67703,daily,05.05,삼성,구원,홀,0.00,4,1,1,0,0,0
박상원,,,,,,,,,,67703,daily,05.06,삼성,구원,홀,0.00,5,1,1,0,1,0
박상원,,,,,,,,,,67703,daily,05.09,키움,구원,,0.00,5,1,2,0,1,0
박상원,,,,,,,,,,67703,daily,05.10,키움,구원,,0.00,6,1 2/3,1,0,0,0
박상원,,,,,,,,,,67703,daily,05.13,두산,구원,,0.00,3,2/3,1,0,0,0
박상원,,,,,,,,,,67703,daily,05.18,SSG,구원,,0.00,7,1 2/3,0,0,1,1
박상원,,,,,,,,,,67703,daily,05.20,NC,구원,,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,05.22,NC,구원,,0.00,3,1/3,1,0,0,1
박상원,,,,,,,,,,67703,daily,05.24,롯데,구원,,-,2,0,1,0,0,1
박상원,,,,,,,,,,67703,daily,05.25,롯데,구원,홀,0.00,5,1,1,0,1,0
박상원,,,,,,,,,,67703,daily,05.27,LG,구원,,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,05.28,LG,구원,승,6.75,6,1 1/3,1,1,1,0
박상원,,,,,,,,,,67703,daily,05.30,NC,구원,,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,05.31,NC,구원,홀,0.00,3,1,0,0,0,0
박상원,,,,,,,,,,67703,daily,06.04,KT,구원,승,0.00,2,1/3,1,0,0,0
주현상,1992년 08월 10일,177cm/92kg,,15 한화 2차 7라운드 64순위,66,투수(우투우타),,25000만원,,65707,info,,,,,,,,,,,
주현상,,,,,,,,,,65707,daily,03.22,KT,구원,세,9.00,4,1,2,1,0,0
주현상,,,,,,,,,,65707,daily,03.23,KT,구원,,-,2,0,1,0,0,1
주현상,,,,,,,,,,65707,daily,03.26,LG,구원,,54.00,5,1/3,3,0,1,0
주현상,,,,,,,,,,65707,daily,05.15,두산,구원,,6.75,7,1 1/3,3,0,0,0
주현상,,,,,,,,,,65707,daily,05.18,SSG,구원,,0.00,6,1,2,0,1,0
주현상,,,,,,,,,,65707,daily,05.21,NC,구원,,0.00,5,1 1/3,1,0,1,0
주현상,,,,,,,,,,65707,daily,05.22,NC,구원,,0.00,6,1 2/3,1,0,0,0
주현상,,,,,,,,,,65707,daily,05.24,롯데,구원,홀,0.00,3,1,0,0,0,0
주현상,,,,,,,,,,65707,daily,05.25,롯데,구원,,0.00,5,1 1/3,0,0,0,0
주현상,,,,,,,,,,65707,daily,05.27,LG,구원,,0.00,3,1,0,0,0,0
주현상,,,,,,,,,,65707,daily,05.29,LG,구원,패,9.00,6,1,2,0,1,0
주현상,,,,,,,,,,65707,daily,05.31,NC,구원,홀,0.00,4,1,1,0,0,0
주현상,,,,,,,,,,65707,daily,06.01,NC,구원,,27.00,2,1/3,1,1,0,0
주현상,,,,,,,,,,65707,daily,06.04,KT,구원,,0.00,4,1,1,0,0,0
주현상,,,,,,,,,,65707,daily,06.06,KIA,구원,,9.00,5,1,2,1,0,0
조동욱,2004년 11월 02일,190cm/82kg,,24 한화 2라운드 11순위,68,투수(좌투좌타),,4000만원,,54768,info,,,,,,,,,,,
조동욱,,,,,,,,,,54768,daily,03.27,LG,구원,,0.00,9,1 2/3,1,0,3,0
조동욱,,,,,,,,,,54768,daily,03.30,KIA,구원,,13.50,4,2/3,2,0,0,0
조동욱,,,,,,,,,,54768,daily,04.02,롯데,구원,,3.86,11,2 1/3,2,0,1,2
조동욱,,,,,,,,,,54768,daily,04.05,삼성,구원,,0.00,2,2/3,0,0,0,0
조동욱,,,,,,,,,,54768,daily,04.06,삼성,구원,,4.50,8,2,2,0,0,0
조동욱,,,,,,,,,,54768,daily,04.08,두산,구원,,0.00,3,1/3,1,0,0,1
조동욱,,,,,,,,,,54768,daily,04.11,키움,구원,,0.00,4,2/3,2,0,0,0
조동욱,,,,,,,,,,54768,daily,04.12,키움,구원,,4.50,11,2,4,1,1,0
조동욱,,,,,,,,,,54768,daily,04.16,SSG,구원,,0.00,3,1,0,0,0,0
조동욱,,,,,,,,,,54768,daily,04.17,SSG,구원,홀,0.00,3,1,1,0,0,0
조동욱,,,,,,,,,,54768,daily,04.20,NC,구원,,-,1,0,1,0,0,0
조동욱,,,,,,,,,,54768,daily,05.02,KIA,구원,,0.00,2,1/3,0,0,0,1
조동욱,,,,,,,,,,54768,daily,05.06,삼성,구원,홀,0.00,1,1/3,0,0,0,0
조동욱,,,,,,,,,,54768,daily,05.07,삼성,구원,,-,1,0,0,0,1,0
조동욱,,,,,,,,,,54768,daily,05.09,키움,구원,,0.00,6,1,2,0,2,0
조동욱,,,,,,,,,,54768,daily,05.13,두산,구원,,0.00,1,1/3,0,0,0,0
조동욱,,,,,,,,,,54768,daily,05.14,두산,구원,,0.00,6,1 2/3,1,0,0,0
조동욱,,,,,,,,,,54768,daily,05.17,SSG,구원,,0.00,2,1/3,1,0,0,0
조동욱,,,,,,,,,,54768,daily,05.18,SSG,구원,,0.00,4,2/3,0,0,1,0
조동욱,,,,,,,,,,54768,daily,05.21,NC,구원,,0.00,4,1,0,0,1,0
조동욱,,,,,,,,,,54768,daily,05.24,롯데,구원,,0.00,2,2/3,0,0,0,0
조동욱,,,,,,,,,,54768,daily,05.25,롯데,구원,홀,0.00,4,1,1,0,0,0
조동욱,,,,,,,,,,54768,daily,05.27,LG,구원,,0.00,1,1/3,0,0,0,0
조동욱,,,,,,,,,,54768,daily,05.28,LG,구원,세,0.00,4,2/3,1,0,1,0
조동욱,,,,,,,,,,54768,daily,06.01,NC,구원,,81.00,4,1/3,3,0,0,0
조동욱,,,,,,,,,,54768,daily,06.04,KT,구원,,0.00,2,2/3,0,0,0,0
조동욱,,,,,,,,,,54768,daily,06.05,KT,구원,,10.13,15,2 2/3,5,0,1,0
류현진,1987년 03월 25일,190cm/113kg,,06 한화 2차 1라운드 2순위,99,투수(좌투우타),,200000만원,,76715,info,,,,,,,,,,,
류현진,,,,,,,,,,76715,daily,03.25,LG,선발,,0.00,20,6,3,0,0,0
류현진,,,,,,,,,,76715,daily,03.30,KIA,선발,,3.00,23,6,6,1,1,0
류현진,,,,,,,,,,76715,daily,04.05,삼성,선발,,7.20,24,5,8,2,1,0
류현진,,,,,,,,,,76715,daily,04.11,키움,선발,승,0.00,20,6,1,0,1,0
류현진,,,,,,,,,,76715,daily,04.17,SSG,선발,승,3.38,24,5 1/3,6,0,2,0
류현진,,,,,,,,,,76715,daily,04.24,롯데,선발,패,6.00,25,6,7,1,1,0
류현진,,,,,,,,,,76715,daily,04.30,LG,선발,승,2.57,27,7,6,1,1,0
류현진,,,,,,,,,,76715,daily,05.06,삼성,선발,승,1.80,23,5,4,0,3,1
류현진,,,,,,,,,,76715,daily,05.13,두산,선발,,0.00,23,6,6,0,0,0
류현진,,,,,,,,,,76715,daily,05.18,SSG,선발,패,12.00,18,3,6,0,3,0
류현진,,,,,,,,,,76715,daily,05.24,롯데,선발,,5.40,22,5,7,0,1,0
류현진,,,,,,,,,,76715,daily,05.30,NC,선발,승,1.50,21,6,3,0,2,0
류현진,,,,,,,,,,76715,daily,06.05,KT,선발,패,9.82,20,3 2/3,8,1,1,1
김강현,1995년 02월 27일,177cm/84kg,,15 롯데 육성선수,19,투수(우투좌타),,4000만원,,65522,info,,,,,,,,,,,
김강현,,,,,,,,,,65522,daily,03.22,LG,구원,,0.00,7,1 1/3,1,0,1,0
김강현,,,,,,,,,,65522,daily,03.26,SSG,구원,,0.00,1,1/3,0,0,0,0
김강현,,,,,,,,,,65522,daily,03.27,SSG,구원,,0.00,3,1/3,2,0,0,0
김강현,,,,,,,,,,65522,daily,03.28,KT,구원,,-,1,0,0,0,1,0
김강현,,,,,,,,,,65522,daily,04.04,두산,구원,,18.00,7,1,2,0,2,0
김강현,,,,,,,,,,65522,daily,04.06,두산,구원,,0.00,3,2/3,1,0,0,0
김강현,,,,,,,,,,65522,daily,04.08,KIA,구원,,0.00,3,1,0,0,0,0
김강현,,,,,,,,,,65522,daily,04.09,KIA,구원,,0.00,6,2,0,0,0,0
김강현,,,,,,,,,,65522,daily,04.13,NC,구원,,0.00,8,1 2/3,1,0,1,0
김강현,,,,,,,,,,65522,daily,04.17,키움,구원,,13.50,4,2/3,2,0,0,0
김강현,,,,,,,,,,65522,daily,04.19,삼성,구원,,0.00,8,2,0,0,1,0
김강현,,,,,,,,,,65522,daily,04.23,한화,구원,,0.00,4,1,1,0,0,0
김강현,,,,,,,,,,65522,daily,04.25,두산,구원,,0.00,2,2/3,0,0,0,0
김강현,,,,,,,,,,65522,daily,04.26,두산,구원,,0.00,5,1 1/3,0,0,1,0
김강현,,,,,,,,,,65522,daily,04.27,두산,구원,,0.00,3,1,0,0,0,0
김강현,,,,,,,,,,65522,daily,04.30,키움,구원,,9.00,8,2,2,1,0,0
김강현,,,,,,,,,,65522,daily,05.03,NC,구원,패,9.00,9,2,2,1,0,2
김강현,,,,,,,,,,65522,daily,05.05,SSG,구원,,3.00,12,3,2,0,1,0
김강현,,,,,,,,,,65522,daily,05.10,KT,구원,승,0.00,5,1 1/3,0,0,1,0
김강현,,,,,,,,,,65522,daily,05.11,KT,구원,,0.00,1,1/3,0,0,0,0
김강현,,,,,,,,,,65522,daily,05.13,KIA,구원,,-,1,0,1,0,0,0
김강현,,,,,,,,,,65522,daily,05.15,KIA,구원,,9.00,5,1,2,1,0,0
김강현,,,,,,,,,,65522,daily,05.17,삼성,구원,,0.00,3,2/3,1,0,0,0
김강현,,,,,,,,,,65522,daily,05.20,LG,구원,,10.80,9,1 2/3,2,0,2,1
김강현,,,,,,,,,,65522,daily,05.23,한화,구원,,0.00,3,1,0,0,0,0
김강현,,,,,,,,,,65522,daily,05.25,한화,구원,패,27.00,3,1/3,1,0,1,0
김강현,,,,,,,,,,65522,daily,05.27,삼성,구원,,0.00,4,1 1/3,0,0,0,0
김강현,,,,,,,,,,65522,daily,05.29,삼성,구원,,0.00,3,1/3,2,0,0,0
김강현,,,,,,,,,,65522,daily,05.31,SSG,구원,,0.00,6,1 1/3,1,0,1,0
김강현,,,,,,,,,,65522,daily,06.05,키움,구원,,0.00,7,2,1,0,0,0
박세웅,1995년 11월 30일,182cm/85kg,,14 KT 1차,21,투수(우투우타),,135000만원,,64021,info,,,,,,,,,,,
박세웅,,,,,,,,,,64021,daily,03.23,LG,선발,패,7.20,22,5,8,3,0,0
박세웅,,,,,,,,,,64021,daily,03.29,KT,선발,승,1.50,26,6,5,0,3,0
박세웅,,,,,,,,,,64021,daily,04.05,두산,선발,승,0.00,25,7,4,0,1,0
박세웅,,,,,,,,,,64021,daily,04.11,NC,선발,승,5.14,29,7,5,1,3,0
박세웅,,,,,,,,,,64021,daily,04.17,키움,선발,승,0.00,28,6 2/3,6,0,2,0
박세웅,,,,,,,,,,64021,daily,04.24,한화,선발,승,4.50,27,6,4,0,4,1
박세웅,,,,,,,,,,64021,daily,04.30,키움,선발,승,3.60,24,5,6,0,1,1
박세웅,,,,,,,,,,64021,daily,05.06,SSG,선발,승,0.00,26,7,2,0,3,1
박세웅,,,,,,,,,,64021,daily,05.11,KT,선발,승,0.00,24,6 1/3,4,0,1,0
박세웅,,,,,,,,,,64021,daily,05.17,삼성,선발,,9.00,27,5,8,0,3,1
박세웅,,,,,,,,,,64021,daily,05.23,한화,선발,패,4.26,28,6 1/3,7,0,2,1
박세웅,,,,,,,,,,64021,daily,05.29,삼성,선발,패,8.44,27,5 1/3,6,0,3,1
박세웅,,,,,,,,,,64021,daily,06.04,키움,선발,패,8.44,27,5 1/3,6,0,5,0
김상수,1988년 01월 02일,180cm/88kg,,06 삼성 2차 2라운드 15순위,24,투수(우투우타),,24000만원,,76430,info,,,,,,,,,,,
김상수,,,,,,,,,,76430,daily,03.22,LG,구원,,27.00,7,1,4,1,0,0
김상수,,,,,,,,,,76430,daily,03.26,SSG,구원,,27.00,4,1/3,2,0,1,0
김상수,,,,,,,,,,76430,daily,03.27,SSG,구원,,0.00,3,1,0,0,0,0
김상수,,,,,,,,,,76430,daily,03.30,KT,구원,,0.00,4,1,0,0,1,0
김상수,,,,,,,,,,76430,daily,04.04,두산,구원,,54.00,8,2/3,5,1,1,0
김상수,,,,,,,,,,76430,daily,04.06,두산,구원,,0.00,4,2/3,1,0,1,0
김상수,,,,,,,,,,76430,daily,04.08,KIA,구원,,0.00,4,2/3,1,0,0,0
김상수,,,,,,,,,,76430,daily,04.10,KIA,구원,홀,0.00,5,1 1/3,0,0,1,0
김상수,,,,,,,,,,76430,daily,04.12,NC,구원,세,0.00,3,1,0,0,0,0
김상수,,,,,,,,,,76430,daily,04.13,NC,구원,,10.80,7,1 2/3,1,1,0,1
김상수,,,,,,,,,,76430,daily,04.15,키움,구원,,0.00,2,1/3,0,0,1,0
김상수,,,,,,,,,,76430,daily,04.17,키움,구원,,0.00,1,1/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,04.18,삼성,구원,,0.00,4,1,1,0,0,0
김상수,,,,,,,,,,76430,daily,04.23,한화,구원,,0.00,2,1,0,0,0,0
김상수,,,,,,,,,,76430,daily,04.24,한화,구원,홀,0.00,1,1/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,04.25,두산,구원,,0.00,1,1/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,04.27,두산,구원,,0.00,9,1 2/3,2,0,1,1
김상수,,,,,,,,,,76430,daily,04.29,키움,구원,,27.00,5,2/3,2,0,1,0
김상수,,,,,,,,,,76430,daily,05.02,NC,구원,세,0.00,1,1/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,05.03,NC,구원,,13.50,12,2,5,0,1,0
김상수,,,,,,,,,,76430,daily,05.06,SSG,구원,,0.00,4,1,1,0,0,0
김상수,,,,,,,,,,76430,daily,05.10,KT,구원,,0.00,4,2/3,2,0,0,0
김상수,,,,,,,,,,76430,daily,05.11,KT,구원,,0.00,4,1,1,0,0,0
김상수,,,,,,,,,,76430,daily,05.11,KT,구원,,0.00,1,1/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,05.13,KIA,구원,,0.00,4,1,0,0,2,0
김상수,,,,,,,,,,76430,daily,05.15,KIA,구원,,0.00,3,1,0,0,0,0
김상수,,,,,,,,,,76430,daily,05.17,삼성,구원,,-,1,0,0,0,1,0
김상수,,,,,,,,,,76430,daily,05.18,삼성,구원,홀,0.00,5,1 1/3,0,0,1,0
김상수,,,,,,,,,,76430,daily,05.21,LG,구원,,0.00,2,2/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,05.22,LG,구원,,0.00,4,2/3,1,0,0,1
김상수,,,,,,,,,,76430,daily,05.24,한화,구원,,0.00,2,1/3,1,0,0,0
김상수,,,,,,,,,,76430,daily,05.25,한화,구원,,13.50,3,2/3,1,0,0,0
김상수,,,,,,,,,,76430,daily,05.27,삼성,구원,,0.00,5,1,1,0,0,0
김상수,,,,,,,,,,76430,daily,05.29,삼성,구원,,0.00,2,1/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,05.31,SSG,구원,,0.00,2,2/3,0,0,0,0
김상수,,,,,,,,,,76430,daily,06.01,SSG,구원,,-,1,0,1,0,0,0
김상수,,,,,,,,,,76430,daily,06.03,키움,구원,,0.00,2,1/3,1,0,0,0
김상수,,,,,,,,,,76430,daily,06.04,키움,구원,,18.00,5,1,2,1,0,0
김원중,1993년 06월 14일,192cm/96kg,,12 롯데 1라운드 5순위,34,투수(우투좌타),,110000만원,,62528,info,,,,,,,,,,,
김원중,,,,,,,,,,62528,daily,03.25,SSG,구원,,9.00,4,1,1,1,0,0
김원중,,,,,,,,,,62528,daily,03.29,KT,구원,세,0.00,4,1,0,0,1,0
김원중,,,,,,,,,,62528,daily,03.30,KT,구원,,0.00,11,1 2/3,1,0,4,0
김원중,,,,,,,,,,62528,daily,04.02,한화,구원,,0.00,4,1,1,0,0,0
김원중,,,,,,,,,,62528,daily,04.03,한화,구원,세,0.00,6,1,1,0,2,0
김원중,,,,,,,,,,62528,daily,04.10,KIA,구원,세,0.00,4,1 1/3,0,0,0,0
김원중,,,,,,,,,,62528,daily,04.11,NC,구원,세,0.00,4,1,1,0,0,0
김원중,,,,,,,,,,62528,daily,04.15,키움,구원,세,0.00,3,1,0,0,0,0
김원중,,,,,,,,,,62528,daily,04.16,키움,구원,세,0.00,5,1 1/3,0,0,0,0
김원중,,,,,,,,,,62528,daily,04.20,삼성,구원,세,0.00,5,1,1,0,1,0
김원중,,,,,,,,,,62528,daily,04.24,한화,구원,세,0.00,4,1 1/3,0,0,0,0
김원중,,,,,,,,,,62528,daily,04.26,두산,구원,,9.00,6,1,2,0,1,0
김원중,,,,,,,,,,62528,daily,04.30,키움,구원,세,13.50,3,2/3,1,1,0,0
김원중,,,,,,,,,,62528,daily,05.02,NC,구원,승,0.00,5,2/3,0,0,3,0
김원중,,,,,,,,,,62528,daily,05.10,KT,구원,세,0.00,5,1 1/3,1,0,0,0
김원중,,,,,,,,,,62528,daily,05.11,KT,구원,,0.00,5,1,0,0,2,0
김원중,,,,,,,,,,62528,daily,05.14,KIA,구원,,0.00,4,1,1,0,0,0
김원중,,,,,,,,,,62528,daily,05.17,삼성,구원,세,0.00,3,1,0,0,0,0
김원중,,,,,,,,,,62528,daily,05.17,삼성,구원,세,0.00,3,1,0,0,0,0
